PIN,pc1,pc2,pc3,pc4,pc5,pc6,pc7,lat,long_,Prairie_X,sale_amoun,sale_year
06-23-308-081,3.322198026,0.470839766,-1.676049813,0.690635214,0.127555989,-0.228327579,-0.480331896,42.35897,-88.043391,0,255000,2010
06-23-308-082,3.026557283,1.016459368,-1.558611449,0.773566176,0.071139597,-0.620934253,0.246652721,42.358806,-88.043392,0,259000,2008
06-23-308-083,3.830048931,0.045765357,-1.545151426,0.560122858,0.036503029,-1.422518561,0.608011263,42.358622,-88.043392,0,307500,2007
06-23-309-005,3.972480011,-0.340039126,-1.798742009,0.860973671,0.011594049,-1.007312317,-0.961032855,42.361949,-88.042659,0,339500,2009
06-23-309-007,4.874224264,-0.661735738,-1.34224978,0.623414941,0.076084372,-1.135764418,0.531535855,42.362628,-88.042233,0,390000,2008
06-23-309-009,4.484147311,-0.311269998,-1.389115693,0.699540188,0.057080575,-0.4254352,-0.09637785,42.362189,-88.042234,0,442000,2006
06-23-310-003,3.519067424,0.38174024,-1.823801151,1.086350207,0.322010732,-0.260723494,-0.691727115,42.363704,-88.043358,0,261000,2008
06-23-310-004,4.628180112,-1.014506015,-1.850795875,0.73579678,0.03699919,-1.48604473,1.138451426,42.363453,-88.043356,0,389000,2006
06-23-311-007,4.280007041,-0.241562492,-1.726186896,0.826667302,0.485971839,-0.100457271,0.19888636,42.363675,-88.04224,0,280000,2009
06-23-405-010,0.277925802,1.031562056,-0.194526383,-0.505887704,-0.242859905,-0.740836454,1.739238263,42.357277,-88.02575,0,185250,2006
06-23-405-018,-0.351137766,1.612791847,-0.300319063,-0.316802334,-0.12961347,-0.274248176,0.798738285,42.357939,-88.024843,0,132500,2008
06-23-405-020,0.00732633,2.059602553,-0.182156544,-0.545870892,-0.284696155,0.535017805,-0.130146694,42.357928,-88.024843,0,169888,2008
06-23-405-033,0.675331274,1.621466069,0.382403368,-0.221990463,0.417572792,-0.423759263,0.696938064,42.359311,-88.025869,0,178500,2008
06-23-405-034,1.180039136,1.915921845,0.513745934,-0.495163666,0.163402779,0.078165423,0.244636939,42.359256,-88.025904,0,182000,2006
06-23-405-036,0.754628894,1.649277024,0.486076162,-0.237936074,0.380763175,-0.378859653,0.811713287,42.359157,-88.025968,0,197500,2007
06-23-405-037,1.161251606,1.898223716,0.534970174,-0.518307904,0.105104384,0.09463474,0.257032237,42.359191,-88.02553,0,201500,2006
06-23-405-038,1.159856724,1.897148372,0.536802985,-0.521549873,0.095065984,0.096078303,0.257638997,42.359137,-88.025565,0,217000,2006
06-23-405-039,0.908154272,2.171572866,0.517753626,-0.427896348,0.102047423,-0.124203158,0.192067719,42.359087,-88.025596,0,185000,2007
06-23-405-040,1.045423391,1.053729755,0.339998172,-0.328708537,0.218703743,-0.576349037,0.724121887,42.359037,-88.025628,0,198500,2007
06-23-405-044,1.134356593,1.786346527,0.43609645,-0.540983521,-0.075814428,-0.512031558,0.524654729,42.35836,-88.026339,0,206000,2006
06-23-405-045,1.26631365,1.416012163,0.271176288,-0.591380845,-0.105234972,-0.101124083,0.12420805,42.358315,-88.026285,0,150000,2010
06-23-405-046,1.016302968,1.902882772,0.439325011,-0.554240308,-0.038133059,0.09641858,0.259812413,42.358274,-88.026236,0,187000,2007
06-23-405-048,0.809250303,1.805462102,0.170201117,-0.459308412,-0.112429101,0.056027405,-0.520824259,42.358192,-88.026137,0,160000,2007
06-23-405-051,0.965491811,1.988135154,0.437874341,-0.531477595,-0.028280648,0.114877027,0.220325104,42.358111,-88.026542,0,197125,2007
06-23-405-052,1.063736542,1.847572236,0.432136002,-0.57057705,-0.061619125,0.077063883,0.279498847,42.35807,-88.026493,0,195000,2007
06-23-405-057,1.06991071,1.854556536,0.432150226,-0.571233985,-0.063462085,0.11162896,0.251089524,42.35793,-88.026707,0,184000,2006
06-23-405-064,0.532114235,2.443171018,0.379324632,-0.389336832,-0.041635837,0.320194108,-0.425329825,42.357664,-88.026889,0,153000,2008
06-23-405-071,1.095923601,1.87543438,0.473527728,-0.577752839,-0.118328069,0.105887875,0.243372374,42.357481,-88.027057,0,160000,2009
06-23-405-074,1.112969533,1.893999747,0.454483646,-0.555998932,-0.081549417,0.088730832,0.228116466,42.357421,-88.027486,0,185500,2007
06-23-405-079,1.000949481,2.105952752,0.487036842,-0.489587662,-0.002473167,0.278951593,-0.077624083,42.357332,-88.027786,0,169000,2010
06-23-405-080,1.06445825,2.020654699,0.488212467,-0.517261334,-0.019689609,0.310740125,-0.07471458,42.357279,-88.027765,0,168500,2009
06-23-405-082,0.582297273,2.476213397,0.390257824,-0.365770862,-0.047826789,0.262430274,-0.458532862,42.357174,-88.027723,0,165000,2007
06-23-405-083,1.053614937,2.026619362,0.503587441,-0.531215912,-0.057525189,0.346458307,-0.06561787,42.357121,-88.027703,0,184000,2008
06-23-405-084,0.743810433,1.674036017,0.433423446,-0.254480942,0.206086694,-0.401540574,0.768425774,42.357304,-88.028164,0,159000,2010
06-23-405-090,0.783778511,1.702608292,0.458638028,-0.232889515,0.236531034,-0.417526235,0.75662707,42.357305,-88.028442,0,198900,2006
06-23-405-091,1.070444865,1.995908961,0.39056801,-0.472558954,-0.009429916,-0.08844027,0.130512084,42.357245,-88.028442,0,175000,2007
06-23-405-092,1.20287481,1.965558665,0.493921023,-0.50243809,-0.022047372,0.044312127,0.19110552,42.35719,-88.028443,0,190000,2006
06-23-405-096,0.800000079,1.71953722,0.440746812,-0.2086782,0.274651489,-0.43395903,0.741786904,42.357305,-88.028819,0,187000,2008
06-23-405-101,1.213646031,1.979981772,0.482209076,-0.487478556,-0.017110447,0.031030426,0.17690152,42.357025,-88.02882,0,135500,2009
06-23-405-103,1.62142179,1.157907271,0.284897662,-0.613031004,0.148148843,0.289893595,-0.210567193,42.359199,-88.026345,0,190000,2008
06-23-405-105,0.859912905,1.319265861,0.27804213,-0.275834147,0.454381279,0.345055733,0.082973984,42.359125,-88.026333,0,225500,2006
06-23-405-106,0.854079158,1.844951387,0.100878658,-0.386271435,0.116657601,0.214049426,-0.459988034,42.359054,-88.026322,0,160000,2009
06-23-405-108,1.16522503,1.801791459,0.412451918,-0.529208522,0.153500924,0.371544121,-0.128597989,42.358899,-88.026299,0,227500,2006
06-23-406-002,1.262027324,2.015154692,0.281756214,-0.317018859,0.579243941,-0.039578657,0.147865256,42.359792,-88.028621,0,100780,2010
06-23-406-007,0.824058916,1.737769833,0.268769525,-0.079138705,0.742583856,-0.485485521,0.722012789,42.359515,-88.028568,0,200000,2006
06-23-406-008,1.249610755,2.002196131,0.295030428,-0.334289299,0.556502139,-0.027410373,0.159540664,42.359837,-88.028246,0,200000,2006
06-23-406-009,0.683369417,2.570902255,0.204017662,-0.153186228,0.599152517,0.187398017,-0.511561971,42.359782,-88.028236,0,166500,2007
06-23-406-021,0.717091381,2.566556334,0.301928592,-0.176865971,0.545484177,0.173127156,-0.498698058,42.359827,-88.027565,0,171500,2007
06-23-406-022,1.183191666,2.123427991,0.412468537,-0.337853369,0.488141229,0.002339683,0.148398329,42.359772,-88.027557,0,184000,2006
06-23-406-024,1.177182212,2.118296475,0.419679983,-0.347825878,0.45931468,0.007870087,0.151676231,42.359663,-88.027542,0,178000,2008
06-23-406-025,1.275007056,1.447746142,0.589931003,-0.245609475,0.681605702,-0.514555162,1.01032181,42.359602,-88.027534,0,178250,2009
06-23-406-031,0.831785153,1.720884814,0.398130671,-0.134435805,0.641848055,-0.447738867,0.76118404,42.359625,-88.027247,0,188000,2006
06-23-406-035,1.21677578,2.015898056,0.436940976,-0.391731347,0.406612717,0.003283483,0.201160102,42.35977,-88.026889,0,153000,2009
06-23-406-037,0.845703697,1.723179527,0.45198906,-0.146873425,0.610302066,-0.439222631,0.770753343,42.359654,-88.026873,0,201900,2006
06-23-406-038,1.411760107,1.412995863,0.146003104,-0.453725978,0.38003096,0.020022867,-0.192484132,42.359958,-88.026628,0,195000,2006
06-23-406-042,0.989943498,2.102853401,0.333890829,-0.375867883,0.420285872,0.203038334,-0.087940503,42.35974,-88.026597,0,185500,2006
06-23-406-047,1.092077208,1.965416001,0.348140788,-0.424059347,0.343410829,0.027428527,0.220648752,42.359822,-88.026232,0,173000,2009
06-23-406-050,0.722129453,1.617301957,0.521187033,-0.268638299,0.314730259,-0.35181719,0.834981458,42.35934,-88.024928,0,202000,2006
06-23-406-051,1.053679308,2.001300705,0.55793485,-0.499178541,0.097161898,0.116128882,0.235848437,42.359381,-88.024872,0,175000,2008
06-23-406-054,1.017412255,2.158158914,0.653373414,-0.463309204,0.169870161,0.231414592,-0.151767847,42.359495,-88.024711,0,143000,2009
06-23-406-055,1.145599583,1.882277693,0.550224665,-0.52429148,0.104022878,0.105633307,0.269170253,42.359535,-88.024658,0,121200,2010
06-23-406-058,1.124283638,1.862714824,0.575803626,-0.558179369,0.010159197,0.126056772,0.282264956,42.359222,-88.024557,0,156000,2009
06-23-406-059,1.032874517,1.981923118,0.581672567,-0.52584067,0.027599173,0.134484528,0.249184964,42.35926,-88.024503,0,185000,2006
06-23-406-061,1.124713293,1.8629569,0.574561118,-0.553606846,0.025076802,0.124676588,0.282282517,42.359337,-88.024398,0,157000,2010
06-23-406-063,0.770551881,2.625400897,0.246093573,-0.107426344,0.605923382,0.119678408,-0.553901454,42.35932,-88.029494,0,146500,2010
06-23-406-064,1.238404011,2.183235192,0.354250625,-0.26503838,0.563965339,-0.052462611,0.093290285,42.35935,-88.029432,0,186000,2006
06-23-406-070,1.220165461,2.167306552,0.375268275,-0.29436902,0.490674096,-0.035849775,0.104844856,42.359116,-88.029232,0,189000,2006
06-23-406-071,1.310430442,2.046498416,0.370264873,-0.326837786,0.479075976,-0.04325245,0.139721647,42.359145,-88.02917,0,135000,2010
06-23-406-073,0.884801346,1.778206394,0.342013926,-0.067279178,0.716397482,-0.499709904,0.709522272,42.359207,-88.029038,0,200000,2006
06-23-406-076,1.206191976,2.155230797,0.391342131,-0.316755678,0.434261642,-0.023257155,0.113542728,42.358934,-88.029083,0,183500,2006
06-23-406-078,1.203631447,2.151883892,0.393889021,-0.320006459,0.436018036,-0.020308049,0.11709744,42.358992,-88.028958,0,150000,2010
06-23-406-079,1.303410131,1.482351126,0.561511178,-0.213990694,0.675409977,-0.544195161,0.975871523,42.359025,-88.028888,0,201500,2007
06-23-406-082,1.187821411,2.139450848,0.412373668,-0.345972235,0.361055189,-0.006860735,0.124944737,42.358701,-88.028879,0,152000,2010
06-23-406-087,0.676802661,2.552549157,0.283000277,-0.216439941,0.342097936,0.182645961,-0.511716979,42.358488,-88.028757,0,178500,2006
06-23-406-089,1.213658999,1.966843268,0.36071857,-0.397639431,0.266404088,-0.156427709,0.142626157,42.358488,-88.028609,0,195000,2007
06-23-406-090,1.077962749,2.167129335,0.399253993,-0.367075568,0.326505834,0.214501932,-0.119171514,42.358488,-88.028535,0,154000,2010
06-23-406-092,1.201298132,1.972459372,0.355035257,-0.421766467,0.22988284,0.009632153,0.168803172,42.358209,-88.028832,0,199900,2006
06-23-406-093,0.637562679,2.528966625,0.257763585,-0.239507883,0.278116698,0.195153143,-0.506950495,42.358209,-88.028758,0,160000,2008
06-23-406-094,1.103576404,2.085220646,0.368087225,-0.400067204,0.227992831,0.02467759,0.141292315,42.358209,-88.028684,0,183500,2008
06-23-406-095,1.19198687,1.962826397,0.365265178,-0.435521443,0.20816242,0.018949797,0.177228444,42.358209,-88.02861,0,179000,2007
06-23-406-106,1.08219023,2.087672278,0.402460023,-0.434821495,0.119539069,0.036655676,0.152917362,42.357728,-88.028659,0,189000,2008
06-23-406-109,0.74269054,1.678406542,0.364571761,-0.215545995,0.320745642,-0.419336189,0.755723864,42.357728,-88.028429,0,175500,2009
06-23-407-002,1.623672825,1.292673094,0.171960014,-0.447809602,0.224471439,-0.821649535,0.343955112,42.35914,-88.028244,0,200000,2006
06-23-407-005,0.647831039,2.526938206,0.242935848,-0.214695668,0.42498959,0.192268964,-0.495832238,42.359157,-88.028015,0,165250,2006
06-23-407-006,1.243016452,1.914065015,0.342709114,-0.417636271,0.357010269,-0.000902563,0.205537744,42.359162,-88.027942,0,209000,2006
06-23-407-008,1.410060338,1.492092258,0.200551904,-0.459140027,0.240157622,-0.180091556,0.062895642,42.35913,-88.027619,0,188000,2006
06-23-407-011,0.93230359,1.925687025,0.103868969,-0.317401288,0.241104828,0.001010078,-0.578241492,42.358966,-88.027593,0,113000,2010
06-23-407-017,0.610303199,2.491197166,0.285136415,-0.266962687,0.309514941,0.226802406,-0.468550508,42.35899,-88.027309,0,171500,2006
06-23-407-019,1.26445308,1.820382106,0.393912143,-0.444936424,0.209612071,-0.560944592,0.484619296,42.359246,-88.026971,0,202000,2007
06-23-407-020,1.032842476,2.043963803,0.358968939,-0.42482627,0.275067798,0.05603548,0.184296325,42.359185,-88.026961,0,181000,2007
06-23-407-023,1.334971568,1.459899586,0.200358149,-0.503756654,0.138793024,-0.15150575,0.088272602,42.359022,-88.026936,0,184500,2006
06-23-407-033,1.169159717,1.932559947,0.38877189,-0.460904759,0.217653231,0.045024334,0.207242616,42.358727,-88.027548,0,189000,2007
06-23-407-034,1.451249499,1.319101431,0.186015456,-0.539148233,0.106898483,-0.187137797,0.134506256,42.358799,-88.027292,0,187000,2007
06-23-407-036,1.023148032,2.039193991,0.371686555,-0.447279707,0.190820948,0.063773315,0.184790286,42.35869,-88.027275,0,187500,2006
06-23-407-038,1.125572004,1.880886132,0.371410341,-0.492805566,0.165958285,0.041991482,0.246906035,42.358829,-88.026918,0,176000,2009
06-23-407-039,0.869650281,1.859330821,0.100682306,-0.372782023,0.116405065,0.00249876,-0.557821715,42.358775,-88.02691,0,169000,2006
06-23-407-040,1.065791629,1.94736619,0.382472112,-0.483948945,0.145649046,0.052437775,0.229018424,42.35872,-88.026902,0,193000,2006
06-23-407-050,1.019846564,2.053696564,0.412169734,-0.47911924,0.182801931,0.453324479,-0.040803773,42.358428,-88.027287,0,188000,2007
06-23-407-051,1.009312918,2.029034377,0.388109964,-0.470930876,0.117370157,0.075219635,0.190528105,42.358374,-88.027278,0,189000,2008
06-23-407-056,1.152212056,1.921712282,0.409180653,-0.491635992,0.113930818,0.05818837,0.212093589,42.358224,-88.02766,0,185000,2007
06-23-407-057,1.031009431,2.07052991,0.41953882,-0.455496547,0.120012783,0.057448015,0.180982839,42.358225,-88.027586,0,178000,2008
06-23-407-061,0.583605228,2.477326467,0.318051418,-0.319730012,0.115510992,0.246050269,-0.465353699,42.357943,-88.027739,0,150000,2007
06-24-301-012,0.644234728,1.79442616,0.303679777,-0.633288953,-0.28206657,-0.052766865,0.328994008,42.358668,-88.023112,0,176000,2006
06-24-301-019,0.54826982,0.895689317,0.109051881,-0.465059604,-0.163143723,-0.583965712,0.787400571,42.358645,-88.022735,0,186000,2009
06-24-301-020,0.797915244,1.654797701,0.337076342,-0.667995059,-0.24160613,0.017917865,0.234105267,42.358924,-88.022629,0,193000,2006
06-24-301-021,0.207973396,2.075572125,0.102087704,-0.50452156,-0.276633419,0.004115088,0.073811022,42.358873,-88.022581,0,107000,2010
06-24-301-025,0.208963307,2.077224279,0.099625689,-0.498021156,-0.25615635,0.001048363,0.072826024,42.358998,-88.022346,0,170000,2007
06-24-301-031,0.812636971,1.585691868,0.296044974,-0.6486828,-0.205848921,-0.174110394,0.19632211,42.359244,-88.02186,0,190000,2006
06-24-301-033,0.613162867,0.936024492,0.179583901,-0.430279407,-0.074393024,-0.60289589,0.7825228,42.359135,-88.021777,0,180500,2006
06-24-301-037,1.212229956,1.032486496,0.327327594,-0.771144145,-0.345186307,-0.083062082,-0.292063704,42.359006,-88.021117,0,150000,2008
06-24-301-039,0.526573798,0.880511183,0.127839239,-0.470374524,-0.169032404,-0.57591133,0.797569678,42.35893,-88.021253,0,184000,2009
06-24-301-051,0.115746474,1.993021558,0.206115034,-0.619697056,-0.585324633,0.081631955,0.129370808,42.358179,-88.020716,0,165000,2008
06-24-301-052,0.565696508,1.637561905,0.370701036,-0.739279151,-0.57840899,-0.160778044,0.350520756,42.358174,-88.02079,0,169000,2007
06-24-301-054,0.548668798,1.62184906,0.390764738,-0.763740051,-0.646330277,-0.145091937,0.360959659,42.357971,-88.020606,0,175000,2008
06-24-301-061,0.66661968,1.456170653,0.464992327,-0.857548523,-0.777811509,-0.040213807,0.287561923,42.357532,-88.02058,0,189000,2007
06-24-301-068,0.49236466,0.807857832,0.398132535,-0.659246796,-0.703982822,-0.458137983,0.880127172,42.357136,-88.020977,0,194000,2006
06-24-301-070,0.06199969,1.849384714,0.255928649,-0.735850214,-0.919759555,-0.027184775,0.142722563,42.357067,-88.020846,0,147000,2007
06-24-301-079,0.62790442,1.315863603,0.021899267,-0.680180612,-0.54312593,-0.094057807,-0.09253597,42.35836,-88.022167,0,185000,2006
06-24-301-081,0.484688813,1.466977693,-0.027689975,-0.614854065,-0.49025258,-0.180594427,-0.004799708,42.358585,-88.022011,0,180000,2006
06-24-301-084,0.526293603,0.87709857,0.131241429,-0.482464435,-0.201441069,-0.569445957,0.800476479,42.358725,-88.02179,0,198500,2006
06-24-301-086,0.167726151,2.039061608,0.147169034,-0.553849999,-0.403862667,0.038046183,0.098968624,42.358627,-88.021696,0,175000,2007
06-24-301-096,1.042604293,0.997410633,0.243121057,-0.836345404,-0.617856337,-0.167402016,0.171727055,42.358085,-88.022026,0,183500,2008
06-24-301-098,0.078188292,2.276230223,0.335760054,-0.56001835,-0.491387643,0.198598253,-0.280850567,42.358006,-88.022141,0,157500,2007
06-24-301-099,0.179501938,1.417633962,0.346763231,-0.487456948,-0.300541262,-0.313069871,0.925778441,42.357961,-88.022205,0,193000,2007
06-24-301-104,0.494948547,0.847940002,0.167818303,-0.526303736,-0.319655227,-0.540749168,0.820250904,42.358401,-88.021376,0,169500,2007
06-24-301-107,0.751637066,1.524506304,0.371191035,-0.747708625,-0.472870107,-0.111068526,0.237754062,42.358382,-88.021619,0,192500,2006
06-24-301-111,0.462966163,1.35883925,-0.020808325,-0.665243114,-0.647352882,-0.329924292,-0.01654683,42.358169,-88.021588,0,176000,2006
06-24-301-112,0.465827956,0.819107947,0.203664812,-0.574264492,-0.449509166,-0.510433826,0.8400824,42.357969,-88.021327,0,181750,2008
06-24-301-116,0.45132375,0.804886581,0.221429235,-0.597864446,-0.513561909,-0.495543273,0.849830061,42.357757,-88.021288,0,180500,2007
06-24-301-120,1.0285204,0.878519475,0.238673175,-0.886054141,-0.780598517,-0.35560181,0.150090002,42.357572,-88.02195,0,180000,2010
06-24-301-125,0.529210409,1.685896059,0.439532528,-0.803970148,-0.735506478,0.056528329,0.403812825,42.357349,-88.02195,0,185000,2006
06-24-301-127,0.139042386,1.380089139,0.395838363,-0.554026326,-0.484884114,-0.273293301,0.950997385,42.357315,-88.022104,0,162000,2008
06-24-301-132,0.539633742,1.608580625,0.40600824,-0.795492604,-0.728845679,-0.127011714,0.371239017,42.357564,-88.021335,0,184000,2007
06-24-301-133,0.086772892,1.960639653,0.245419078,-0.682327748,-0.75247193,0.119354483,0.152583025,42.357502,-88.021328,0,174000,2006
06-24-301-136,0.825998875,0.254180208,0.205108095,-0.708278649,-0.767755839,-0.691524324,0.762949282,42.356956,-88.021968,0,208000,2006
06-24-302-003,0.182773446,2.054197644,0.13739186,-0.568007613,-0.479844969,0.033594036,0.085354126,42.357823,-88.023603,0,152500,2007
06-24-302-007,0.606637574,1.763753453,0.351376765,-0.708214821,-0.512730216,-0.015765765,0.346919248,42.357611,-88.023645,0,152000,2009
06-24-302-010,0.166546818,2.042868298,0.157075469,-0.59869636,-0.576702866,0.047319174,0.09142574,42.357372,-88.023734,0,172000,2006
06-24-302-011,0.16315315,2.039238333,0.16092625,-0.602817505,-0.585053119,0.05064943,0.094219394,42.357372,-88.02365,0,158500,2008
06-24-302-016,0.39797573,1.716410355,0.160654041,-0.640183166,-0.675268432,-0.024584698,-0.398119024,42.357148,-88.023574,0,157500,2007
06-24-302-020,0.144107287,2.016516337,0.18175673,-0.619637329,-0.604624094,0.069653144,0.112627623,42.357585,-88.022903,0,171500,2007
06-24-302-021,0.728605643,1.572954494,0.419290164,-0.794359523,-0.602650303,0.054594792,0.271534284,42.357561,-88.022827,0,186000,2006
06-24-302-023,0.136548458,2.010926913,0.19109819,-0.634480295,-0.650691245,0.07648372,0.115765743,42.357371,-88.022989,0,174900,2006
06-24-302-025,0.357060826,0.540919019,-0.178015264,-0.527656519,-0.624146538,-0.674093471,0.469192829,42.357263,-88.022923,0,179000,2007
06-24-302-027,0.557610131,1.714890614,0.407453484,-0.771546429,-0.661307803,0.030331275,0.382685398,42.357387,-88.022667,0,144000,2010
06-24-302-032,0.471532461,0.830983634,0.203203172,-0.603724319,-0.570543826,-0.510858776,0.827996902,42.356957,-88.023083,0,184000,2006
06-24-302-033,0.4590593,0.817459542,0.217470558,-0.618450085,-0.601505791,-0.498526943,0.838218915,42.356957,-88.022781,0,183900,2007
06-24-302-034,0.447298254,0.804717508,0.230931246,-0.632103976,-0.630715684,-0.486957521,0.847766966,42.356957,-88.022492,0,200000,2007
06-24-401-007,3.021535275,-1.505982143,0.003881803,-0.985094218,-0.491076091,-0.319753154,0.466830774,42.359132,-88.006454,0,323000,2008
06-24-401-015,2.927246501,-1.730842064,0.012859708,-1.091424488,-0.825824691,0.124386251,-0.647821698,42.357377,-88.006878,0,450000,2007
06-24-401-018,2.647230207,-1.303516841,-0.018779893,-0.949235586,-0.566247589,0.370343619,-0.475444407,42.358559,-88.005824,0,369000,2006
06-24-401-020,2.853280397,-1.905788033,-0.280087308,-0.989733731,-0.784549015,-0.255884765,-0.695821675,42.358209,-88.006178,0,333000,2008
06-24-401-036,3.326081322,-1.509681406,0.395354032,-0.983238702,-0.271285608,0.708023698,-0.026793028,42.360239,-88.005415,0,369999,2007
06-24-401-037,2.688831088,-1.385312588,-0.124517876,-0.823050507,-0.344136731,-0.257480447,-0.783045229,42.360056,-88.005625,0,369000,2006
06-24-401-044,2.810675076,-1.475290103,-0.053266203,-0.816246842,-0.715981107,-1.913745509,0.136852242,42.359123,-88.005123,0,343000,2008
06-24-401-046,2.679033135,-1.323366027,0.033830459,-0.808003449,-0.704570091,-1.055759618,-0.416698123,42.35878,-88.00469,0,353000,2007
06-24-404-048,2.023671902,-0.43017818,0.393422577,-0.65942901,-0.954206458,0.608020343,-0.346127671,42.363398,-88.010938,0,257000,2010
06-24-404-051,2.741028784,-1.044152092,0.603238765,-0.870547272,-0.935696222,0.797390574,-0.016936703,42.363398,-88.01021,0,295000,2009
06-24-404-122,2.811323098,-2.15117192,-0.152903672,-0.741835861,-1.024883548,-0.682620144,-0.520131537,42.363401,-88.009016,0,361000,2006
06-24-406-002,1.693989822,0.036889018,0.341987522,-0.616627946,-0.759362121,0.798186171,-0.124992179,42.362962,-88.010996,0,312500,2009
06-24-406-008,2.070758284,-0.226505948,0.534534201,-0.663543125,-0.801092746,0.783637643,-0.291406465,42.362963,-88.009427,0,289000,2008
06-24-407-001,2.107535673,-0.309668175,0.546020699,-0.665370015,-0.855786317,0.699616766,-0.299140584,42.36298,-88.00903,0,310000,2006
06-24-407-004,2.09161589,-0.181367755,0.508535205,-0.679395196,-0.675898398,0.636958987,-0.377822402,42.362432,-88.009031,0,330000,2006
06-24-407-012,0.993393918,1.441579586,0.616663327,-0.400888584,-0.374008406,0.612911216,-0.083606277,42.361936,-88.009282,0,222500,2006
06-24-408-001,1.517275055,0.207316744,0.261746687,-0.565571676,-0.713088987,0.387469485,-0.342918528,42.362682,-88.011211,0,308500,2006
06-24-408-008,-0.416496176,2.008140139,0.326706523,0.009886851,-0.081347148,0.53435475,0.338428282,42.361863,-88.010846,0,196000,2006
06-24-409-006,0.364988155,0.97149862,0.296653495,-0.217770594,-0.214564602,0.884771791,0.405361703,42.362317,-88.010704,0,175000,2008
06-24-409-008,-0.446558121,2.073161042,0.36263953,0.080221713,-0.135313222,0.36730487,0.233463541,42.362144,-88.010684,0,133000,2010
06-24-409-029,1.106650234,1.242952966,0.644075393,-0.411029534,-0.530633351,0.687858076,-0.107801527,42.362583,-88.010453,0,206000,2006
06-24-409-038,1.002990998,1.423245831,0.740562856,-0.365722012,-0.572773634,0.622233107,-0.100644319,42.362612,-88.009546,0,213000,2006
06-24-409-040,1.13646162,1.137727729,0.643206766,-0.387573611,-0.694736585,-0.152639286,0.405636192,42.362571,-88.009365,0,209500,2007
06-24-410-003,1.184476674,0.898431412,0.369645833,-0.50939983,-0.460894211,0.371833464,-0.154718877,42.361782,-88.010467,0,210000,2007
06-24-410-004,1.158039292,0.885678314,0.328557039,-0.509613301,-0.455330833,0.372135628,-0.156466333,42.361769,-88.010376,0,220750,2006
06-24-410-010,1.169177874,1.416097553,0.727324294,-0.421465012,-0.336314036,0.460850749,-0.181001624,42.361783,-88.009736,0,232500,2006
06-25-101-005,1.270148535,0.623038972,0.641807616,-1.402730213,-1.744695102,1.205143126,0.176361335,42.351234,-88.021073,0,265000,2006
06-25-101-007,0.679968342,1.198399355,0.564383404,-1.125314939,-1.817801951,-0.15630171,-0.151193276,42.351247,-88.020755,0,217000,2006
06-25-101-014,0.006441121,1.494158799,0.05224587,-0.945050939,-1.819504851,0.581955195,-0.218136387,42.35128,-88.019521,0,175000,2006
06-25-101-019,-0.280137036,1.679257357,0.07537911,-0.943908046,-1.998133939,-0.294354777,-0.32141289,42.350599,-88.019361,0,105000,2010
06-25-101-020,0.1175182,1.063488032,-0.034076431,-1.126969664,-2.081553642,0.432397912,-0.085277944,42.35048,-88.019362,0,177000,2010
06-25-101-022,0.263910724,1.470857519,0.479582178,-1.188807973,-2.015221927,0.684279922,0.289908416,42.350243,-88.019362,0,180000,2008
06-25-101-024,0.915338148,1.023822051,0.780737719,-1.345694232,-2.024092468,0.170419749,0.20001601,42.350007,-88.019363,0,223500,2006
06-25-102-006,0.654865008,0.790186377,0.156109528,-1.308925209,-1.734641719,0.54181342,0.297336977,42.350713,-88.021902,0,147000,2010
06-25-102-009,-0.32718674,1.921084218,0.146857059,-1.040979598,-1.690889303,0.325447176,-0.092173618,42.350339,-88.021894,0,180000,2007
06-25-103-004,-0.401599016,2.099832006,0.239644738,-1.009026814,-1.772281625,0.855091208,-0.002672217,42.350773,-88.021082,0,186000,2006
06-25-103-008,0.343038315,1.262770476,0.306641127,-1.134492672,-1.950433659,0.696493313,-0.26080064,42.350824,-88.020405,0,201000,2006
06-25-103-009,0.558936332,1.35236962,0.621704,-1.178136905,-1.897361643,0.304003569,-0.046980303,42.350826,-88.020237,0,200000,2008
06-25-103-015,0.57685881,0.898307822,0.262724297,-1.313008653,-1.912225982,0.762293884,0.191200294,42.350512,-88.020861,0,194000,2006
06-25-105-003,-0.224835132,1.760817693,0.203614629,-1.165772772,-1.868221063,1.197770421,0.169305388,42.350104,-88.020699,0,204900,2007
06-25-105-004,-0.098532661,1.615407153,0.21740065,-1.194200417,-1.904286163,1.153169349,0.094872049,42.350109,-88.020517,0,200000,2006
06-25-105-005,0.020021819,1.291259966,0.071305987,-1.153757777,-2.026193583,0.516330668,-0.225805811,42.350087,-88.020351,0,203000,2007
06-25-105-006,0.094792067,1.069790022,-0.020721887,-1.150672846,-2.040588035,0.229528973,-0.10187845,42.350071,-88.020192,0,165000,2009
06-25-105-008,0.157528518,0.874096496,-0.107209079,-1.143989135,-2.116710757,-0.123066528,-0.314648174,42.350123,-88.019843,0,160000,2010
06-25-105-009,-0.074343825,1.777133313,0.383439525,-1.217403659,-1.921825962,1.735065653,0.44232772,42.349926,-88.019924,0,163000,2010
06-25-106-022,1.094955699,0.409269192,0.324841506,-1.173651988,-1.781968298,-1.263907236,0.59348524,42.352758,-88.019359,0,253000,2008
